Cust ID,State,VMail Plan,International Plan,Day_Minutes,Day_Calls,Day_Charge,Evening_Minutes,Evening_Calls,Evening_Charge,Night_Minutes,Night_Calls,Night_Charge,International_Minutes,International_Calls,International_Charge,Customer_Service_Calls,VMail_Messages,Churn
1511,NE,1,1,83.1,10,4.986,90.35,8,2.7105,130.34,13,2.6068,162.8,14,48.84,6,10,0
1512,CT,1,1,102.92,12,6.1752,96.56,13,2.8968,151.63,18,3.0326,141.37,14,42.411,10,13,0
1513,NJ,1,1,65.77,6,3.9462,57.29,4,1.7187,72.13,7,1.4426,34.62,6,10.386,4,13,0
1514,WV,1,1,17.45,2,1.047,21.38,2,0.6414,24.73,2,0.4946,64.12,5,19.236,,6,0
1515,AZ,1,1,119,12,7.14,84.43,9,2.5329,134.45,13,2.689,166.15,15,49.845,12,13,0
1516,DC,1,1,252.39,20,15.1434,213.51,25,6.4053,98.51,11,1.9702,215.29,19,64.587,7,24,0
1517,AK,1,1,144.38,15,8.6628,90.8,13,2.724,149.97,17,2.9994,115.93,12,34.779,11,22,0
1518,IL,1,1,125.95,16,7.557,111.75,14,3.3525,100.24,13,2.0048,53.24,7,15.972,5,11,0
1519,ID,1,1,157.76,20,9.4656,134.63,14,4.0389,123.91,17,2.4782,127.6,11,38.28,11,16,0
1520,HI,1,1,,,,,,,,,,,,,,,0
1521,AL,1,1,107.4,14,6.444,231.33,23,6.9399,138.75,17,2.775,175.96,19,52.788,6,35,0
1522,ND,1,1,225.54,24,13.5324,226.19,19,6.7857,176.4,18,3.528,259.47,27,77.841,18,23,1
1523,DC,1,0,434.43,44,26.0658,400.15,46,12.0045,488.4,49,9.768,421.81,44,126.543,22,55,0
1524,GA,1,1,282.3,30,16.938,192.44,24,5.7732,252.59,27,5.0518,302.84,30,90.852,12,25,1
1525,ID,1,1,335.13,32,20.1078,341.62,38,10.2486,339.29,40,6.7858,296.77,33,89.031,24,55,0
1526,MN,1,1,32.72,2,1.9632,100.59,7,3.0177,,,,9.93,1,2.979,2,3,0
1527,NM,1,1,63.61,7,3.8166,92.45,9,2.7735,101.1,13,2.022,126.85,13,38.055,10,11,0
1528,MN,1,1,328.35,37,19.701,333.16,34,9.9948,281.09,38,5.6218,347.39,34,104.217,23,45,1
1529,DE,1,0,266.84,24,16.0104,157.4,18,4.722,185.72,17,3.7144,137.61,14,41.283,10,21,0
1530,KY,1,1,240.12,29,14.4072,300.51,33,9.0153,249.16,28,4.9832,271.79,28,81.537,15,33,0
1531,WY,1,1,158.13,18,9.4878,219.93,20,6.5979,128.42,13,2.5684,94.88,14,28.464,10,19,0
1532,MO,1,1,468.94,44,28.1364,366.22,36,10.9866,319.35,32,6.387,312.89,35,93.867,32,37,0
1533,AL,1,1,71.79,9,4.3074,57.99,7,1.7397,108.49,9,2.1698,84.25,9,25.275,4,6,0
1534,AR,1,0,5.18,1,0.3108,5.22,1,0.1566,65.74,5,1.3148,13.35,3,4.005,4,3,0
1535,MD,1,1,,,,,,,,,,,,,,,0
1536,NE,1,1,92.81,11,5.5686,144.8,14,4.344,113.6,12,2.272,160.09,16,48.027,6,13,0
1537,WY,1,1,427.45,49,25.647,381.92,40,11.4576,430,47,8.6,231.17,27,69.351,24,55,0
1538,ME,1,1,252.88,26,15.1728,266.95,29,8.0085,325.36,33,6.5072,196.92,18,59.076,18,30,0
1539,TX,1,1,144.76,15,8.6856,302.86,27,9.0858,191.52,23,3.8304,220.36,22,66.108,9,18,0
1540,SC,1,1,89.82,7,5.3892,13.25,2,0.3975,11.67,1,0.2334,47.36,6,14.208,4,4,0
1541,DC,1,1,244.84,23,14.6904,214.93,23,6.4479,305.04,30,6.1008,190.55,18,57.165,11,23,1
1542,VA,1,1,189.9,21,11.394,115.2,15,3.456,197.71,24,3.9542,278.16,28,83.448,17,30,0
1543,GA,1,1,18.1,4,1.086,16.1,3,0.483,38.29,5,0.7658,50.78,4,15.234,3,5,0
1544,ND,1,1,50.64,4,3.0384,67.54,7,2.0262,56.68,4,1.1336,92.1,10,27.63,1,12,0
1545,MT,1,1,40.92,5,2.4552,105.28,11,3.1584,16.93,3,0.3386,31.82,4,9.546,2,8,0
1546,VT,1,1,215.11,22,12.9066,184.89,24,5.5467,175.66,17,3.5132,208.41,19,62.523,9,31,0
1547,NH,1,0,195.39,16,11.7234,148.28,14,4.4484,153.91,15,3.0782,189.31,19,56.793,8,18,0
1548,TN,1,1,130.28,16,7.8168,137.15,16,4.1145,115.66,11,2.3132,165.62,17,49.686,7,17,0
1549,ME,1,1,91.04,9,5.4624,127.5,11,3.825,117.7,10,2.354,114.82,12,34.446,10,17,0
1550,MT,1,1,372.69,42,22.3614,458.52,43,13.7556,437.28,51,8.7456,454.3,49,136.29,22,45,0
1551,FL,1,1,155.36,15,9.3216,111.48,12,3.3444,117.02,13,2.3404,185.05,15,55.515,7,13,0
1552,UT,1,1,308.99,27,18.5394,331.88,32,9.9564,149.35,19,2.987,364.7,35,109.41,17,35,0
1553,NJ,1,1,238.33,29,14.2998,279.76,34,8.3928,206.33,23,4.1266,265.18,29,79.554,16,27,0
1554,WY,1,1,238.74,29,14.3244,122.19,16,3.6657,186.45,19,3.729,182.38,14,54.714,6,28,1
1555,ND,1,1,50.13,7,3.0078,65.82,6,1.9746,38.99,3,0.7798,4.53,1,1.359,2,6,0
1556,AL,1,1,100.37,10,6.0222,137.63,11,4.1289,195.63,17,3.9126,113.88,14,34.164,3,12,0
1557,WV,1,1,198.43,17,11.9058,137.54,16,4.1262,137.6,18,2.752,154.44,17,46.332,12,29,0
1558,SC,1,1,37.48,4,2.2488,42.96,3,1.2888,35.25,3,0.705,51.61,4,15.483,1,5,0
1559,HI,0,1,196.87,18,11.8122,222.52,23,6.6756,121.82,14,2.4364,192.86,25,57.858,15,19,1
1560,WA,1,1,145.73,14,8.7438,183.8,14,5.514,84.21,17,1.6842,209.93,22,62.979,11,23,0
1561,MO,1,1,210.52,22,12.6312,115.25,13,3.4575,170.28,19,3.4056,115.69,14,34.707,17,16,0
1562,MD,1,0,41.82,5,2.5092,24.05,3,0.7215,31.89,2,0.6378,41.8,4,12.54,2,1,0
1563,GA,1,1,290.37,29,17.4222,362.6,36,10.878,408.7,39,8.174,371.72,42,111.516,20,54,0
1564,OH,1,1,212.85,23,12.771,259.8,27,7.794,158.64,23,3.1728,171.63,22,51.489,14,18,0
1565,CT,1,1,,,,,,,,,,,,,,,0
1566,CT,0,0,394.18,39,23.6508,223.33,27,6.6999,282.57,32,5.6514,302.05,32,90.615,12,41,0
1567,SC,1,1,475.47,49,28.5282,499.68,49,14.9904,515.33,53,10.3066,463.95,46,139.185,36,53,0
1568,MN,1,1,195.05,20,11.703,134.51,21,4.0353,158.01,13,3.1602,183.02,18,54.906,9,23,0
1569,AL,1,1,,,,,,,,,,,,,,,1
1570,IA,1,1,61.23,6,3.6738,65.17,6,1.9551,70.63,9,1.4126,60.31,8,18.093,6,8,0
1571,PA,1,1,193.33,22,11.5998,129.43,10,3.8829,122.54,15,2.4508,101.71,11,30.513,11,16,0
1572,MN,0,1,412.61,47,24.7566,643.26,57,19.2978,525.46,49,10.5092,505.94,51,151.782,32,54,0
1573,MO,1,1,225.03,21,13.5018,202.07,21,6.0621,143.24,18,2.8648,117.06,13,35.118,5,14,0
1574,NV,1,1,82.79,10,4.9674,208.86,21,6.2658,185.63,21,3.7126,198.65,18,59.595,11,17,0
1575,AK,1,1,65.6,6,3.936,83.89,8,2.5167,64.55,5,1.291,59.36,6,17.808,7,3,0
1576,CO,1,1,248.07,28,14.8842,226.24,25,6.7872,248.56,30,4.9712,192.68,24,57.804,13,28,0
1577,NJ,1,1,168.05,17,10.083,118.39,11,3.5517,87.23,9,1.7446,139.08,16,41.724,9,11,0
1578,IN,1,1,189.43,19,11.3658,258.86,24,7.7658,267.79,28,5.3558,182.1,22,54.63,14,28,0
1579,OR,1,1,528.28,60,31.6968,502.18,51,15.0654,557.09,62,11.1418,608.62,63,182.586,34,77,0
1580,PA,1,1,42.73,4,2.5638,38.54,4,1.1562,98.37,11,1.9674,9.72,1,2.916,4,3,0
1581,ND,1,1,108.93,12,6.5358,116.26,14,3.4878,143.39,11,2.8678,76.46,7,22.938,9,9,0
1582,KS,1,1,381.57,36,22.8942,379.04,35,11.3712,279.57,29,5.5914,360.58,37,108.174,18,44,0
1583,CO,1,1,31.48,3,1.8888,25.8,3,0.774,14.35,2,0.287,15.4,3,4.62,2,5,0
1584,NC,1,1,127.64,13,7.6584,98.57,11,2.9571,53.35,5,1.067,92.59,12,27.777,6,10,0
1585,OR,1,1,155.52,12,9.3312,103.59,12,3.1077,156.41,14,3.1282,118.63,12,35.589,12,20,1
1586,CO,1,1,200.3,21,12.018,216.54,23,6.4962,250.82,26,5.0164,228.16,29,68.448,16,22,0
1587,WV,1,1,312.82,34,18.7692,259.28,29,7.7784,363.21,37,7.2642,204.65,24,61.395,24,46,0
1588,NC,1,0,314.88,33,18.8928,252.92,25,7.5876,370.17,39,7.4034,289.77,27,86.931,23,39,0
1589,SD,1,1,112.06,13,6.7236,191.26,24,5.7378,121.29,12,2.4258,114.88,11,34.464,15,22,0
1590,WI,1,1,437.53,42,26.2518,425.17,41,12.7551,288.22,34,5.7644,391.55,45,117.465,24,58,0
1591,RI,1,1,,,,,,,,,,,,,,,0
1592,HI,1,1,121.36,15,7.2816,287.79,24,8.6337,169.65,15,3.393,202.27,20,60.681,9,19,0
1593,WI,1,1,345.18,39,20.7108,382.79,43,11.4837,420.19,43,8.4038,404.53,45,121.359,15,36,0
1594,CT,1,0,222.53,28,13.3518,283.05,30,8.4915,156.53,20,3.1306,269.11,28,80.733,13,37,0
1595,VT,1,1,140.32,15,8.4192,168.43,20,5.0529,190.55,21,3.811,173.01,20,51.903,20,28,1
1596,SC,1,0,108.84,10,6.5304,100.34,11,3.0102,157.57,15,3.1514,106.42,9,31.926,6,17,0
1597,TX,1,1,361.89,38,21.7134,331.22,33,9.9366,403.24,46,8.0648,345.98,40,103.794,29,39,1
1598,DE,1,1,,,,,,,,,,,,,,,0
1599,CO,1,1,43.78,5,2.6268,28.6,3,0.858,29.39,3,0.5878,21.21,2,6.363,2,4,0
1600,DC,1,1,86,9,5.16,33.74,4,1.0122,86.38,7,1.7276,48.36,4,14.508,4,8,0
1601,AZ,1,1,121.36,16,7.2816,281.05,26,8.4315,213.9,23,4.278,171.25,20,51.375,9,29,1
1602,MT,1,1,32.73,4,1.9638,13.23,1,0.3969,,,,35.52,3,10.656,3,6,0
1603,NE,1,1,103.58,11,6.2148,102.91,11,3.0873,174.3,17,3.486,160.12,19,48.036,4,13,0
1604,RI,1,1,111.5,13,6.69,46.12,8,1.3836,73.78,9,1.4756,120.45,12,36.135,7,22,0
1605,VA,1,1,140.73,12,8.4438,206.45,16,6.1935,144.85,13,2.897,206.88,20,62.064,8,16,0
1606,OR,1,1,227.77,22,13.6662,206.93,24,6.2079,252.96,27,5.0592,261.98,29,78.594,16,38,0
1607,SD,1,1,507.82,51,30.4692,492.71,53,14.7813,478.96,45,9.5792,483.27,47,144.981,36,69,0
1608,NE,1,1,30.35,5,1.821,49.04,5,1.4712,,,,28.62,3,8.586,1,6,0
1609,NC,1,1,206.81,21,12.4086,181.96,18,5.4588,196.03,21,3.9206,168.42,16,50.526,9,12,0
1610,TX,1,1,114.67,13,6.8802,107.1,10,3.213,191.66,23,3.8332,65.24,10,19.572,10,27,0
1611,DE,1,1,72.83,9,4.3698,25.58,5,0.7674,108.63,12,2.1726,54.92,7,16.476,7,4,0
1612,IA,1,1,47.83,6,2.8698,30.76,5,0.9228,75.86,10,1.5172,124.13,9,37.239,2,4,0
1613,AR,1,1,442.34,44,26.5404,288.77,32,8.6631,248.69,27,4.9738,301.22,30,90.366,21,41,0
1614,NJ,1,1,167.66,17,10.0596,121.29,13,3.6387,112.68,11,2.2536,93.82,9,28.146,14,18,0
1615,MT,1,0,470.96,45,28.2576,451.58,51,13.5474,266.48,28,5.3296,284.5,31,85.35,20,42,0
1616,DE,1,1,167.66,18,10.0596,107.28,14,3.2184,114.15,11,2.283,44.61,7,13.383,10,12,0
1617,NY,1,1,276.57,24,16.5942,257.44,23,7.7232,114.42,13,2.2884,214.11,23,64.233,14,18,0
1618,VT,1,1,156.44,14,9.3864,80.58,8,2.4174,167.82,17,3.3564,152.03,14,45.609,10,24,0
1619,ID,1,1,15.05,2,0.903,131.52,15,3.9456,36.8,6,0.736,113.86,11,34.158,4,6,0
1620,VA,1,1,143.21,14,8.5926,56.97,7,1.7091,65.96,7,1.3192,40.99,6,12.297,12,8,0
1621,MI,1,1,157.27,19,9.4362,258.67,28,7.7601,250.15,28,5.003,232.29,25,69.687,15,47,0
1622,MD,1,1,61.11,6,3.6666,91.96,13,2.7588,86.42,10,1.7284,61.01,7,18.303,6,10,0
1623,IN,1,1,183.6,22,11.016,142.83,13,4.2849,134.53,12,2.6906,160.63,17,48.189,7,22,0
1624,WY,1,1,174.13,18,10.4478,146.92,19,4.4076,186.8,16,3.736,223.46,23,67.038,7,19,0
1625,MS,1,0,57.7,8,3.462,27.09,4,0.8127,77.37,5,1.5474,58.32,8,17.496,3,7,0
1626,TX,1,1,50.61,6,3.0366,57.78,8,1.7334,82.76,9,1.6552,49.1,6,14.73,4,11,1
1627,MN,1,1,86,9,5.16,154.9,21,4.647,179.3,15,3.586,123.49,14,37.047,7,24,0
1628,MN,1,0,227.45,19,13.647,198.5,21,5.955,227.66,21,4.5532,165.91,19,49.773,14,29,0
1629,MS,0,1,286.13,30,17.1678,359.83,34,10.7949,315.13,32,6.3026,377.23,40,113.169,18,43,0
1630,OR,0,1,14.85,2,0.891,32.69,2,0.9807,39.17,4,0.7834,27.15,4,8.145,2,8,0
1631,NY,1,1,532.97,58,31.9782,405.75,46,12.1725,341.77,37,6.8354,447.3,44,134.19,17,53,0
1632,WV,1,1,225.34,24,13.5204,181.95,16,5.4585,197.41,19,3.9482,157.33,18,47.199,8,20,0
1633,ID,1,0,129.81,13,7.7886,70.51,7,2.1153,104.36,10,2.0872,102.49,11,30.747,7,13,0
1634,AK,1,1,191.18,22,11.4708,162.84,17,4.8852,196.41,19,3.9282,98.26,12,29.478,9,25,0
1635,OK,1,1,72.99,7,4.3794,14.76,4,0.4428,65.65,8,1.313,116.28,12,34.884,1,9,0
1636,CO,1,1,276.44,25,16.5864,438.4,41,13.152,293.56,33,5.8712,325.9,37,97.77,21,37,0
1637,WV,1,1,154.46,22,9.2676,206.92,23,6.2076,161.61,15,3.2322,162.93,16,48.879,12,21,0
1638,WY,1,1,170.47,18,10.2282,132.78,18,3.9834,83.93,11,1.6786,199.75,19,59.925,10,17,0
1639,CA,1,1,261.35,25,15.681,147.19,16,4.4157,175.82,22,3.5164,191.14,22,57.342,8,27,0
1640,MN,1,1,244.29,25,14.6574,272.5,30,8.175,188.52,20,3.7704,291.42,28,87.426,23,36,0
1641,AL,1,1,46.53,4,2.7918,26.62,2,0.7986,53.18,5,1.0636,27.1,2,8.13,5,5,0
1642,VA,1,1,205.39,28,12.3234,165.71,19,4.9713,172.75,21,3.455,244.82,33,73.446,23,30,0
1643,VT,1,1,215.74,23,12.9444,209.78,26,6.2934,244.95,34,4.899,406.59,40,121.977,13,44,0
1644,NM,1,1,329.41,42,19.7646,375.52,38,11.2656,405.73,45,8.1146,283.29,31,84.987,19,37,0
1645,OK,1,1,247.04,22,14.8224,235.73,26,7.0719,313.17,40,6.2634,381.14,38,114.342,12,36,0
1646,ME,1,0,288.22,31,17.2932,240.78,28,7.2234,379.08,41,7.5816,200.04,28,60.012,19,29,0
1647,TX,1,1,188.45,20,11.307,137.6,15,4.128,202.55,17,4.051,133.27,13,39.981,3,12,0
1648,FL,1,1,160.49,14,9.6294,76.19,9,2.2857,191.91,14,3.8382,69.79,7,20.937,6,13,0
1649,RI,1,1,452.61,47,27.1566,274.05,35,8.2215,444.85,46,8.897,409.7,45,122.91,15,51,0
1650,WI,1,0,106.29,12,6.3774,177.52,17,5.3256,177.42,17,3.5484,213.35,19,64.005,11,21,0
1651,OK,1,1,119.98,15,7.1988,117.99,12,3.5397,186.21,16,3.7242,197.48,18,59.244,12,24,1
1652,AL,1,1,82.06,6,4.9236,103.18,9,3.0954,39.39,5,0.7878,77,8,23.1,3,7,0
1653,KS,1,1,226.95,24,13.617,96.43,15,2.8929,199.52,22,3.9904,123.92,15,37.176,13,23,0
1654,AR,1,1,327.32,30,19.6392,237.53,22,7.1259,298.03,34,5.9606,392.52,36,117.756,19,34,0
1655,NE,1,1,324.9,32,19.494,272.95,30,8.1885,232.98,25,4.6596,327.48,35,98.244,29,35,0
1656,SD,0,1,305.27,27,18.3162,247.39,22,7.4217,267.45,25,5.349,329.19,29,98.757,20,31,0
1657,MS,1,0,376.04,42,22.5624,293.24,35,8.7972,305.24,34,6.1048,435.52,43,130.656,14,30,1
1658,PA,1,1,148.32,17,8.8992,210.09,21,6.3027,118.65,16,2.373,216.44,20,64.932,11,23,0
1659,AZ,1,1,348.7,40,20.922,377.22,36,11.3166,271.3,24,5.426,266.58,28,79.974,13,45,0
1660,SC,1,1,85.14,8,5.1084,99.11,11,2.9733,132.69,13,2.6538,14.84,2,4.452,4,12,0
1661,IN,1,1,,,,,,,,,,,,,,,0
1662,WA,1,1,63.72,9,3.8232,87.24,7,2.6172,62.48,6,1.2496,71.55,7,21.465,5,6,0
1663,AK,0,1,675.84,69,40.5504,643.85,63,19.3155,537.62,58,10.7524,540.43,55,162.129,31,53,0
1664,OR,1,1,426.94,45,25.6164,456.63,49,13.6989,516.09,49,10.3218,339.91,33,101.973,21,48,0
1665,ND,1,1,338.94,34,20.3364,194.09,23,5.8227,367.24,35,7.3448,351.47,34,105.441,23,45,0
1666,UT,1,1,242.23,21,14.5338,227.58,24,6.8274,179.32,18,3.5864,172.11,16,51.633,11,19,0
1667,ID,1,1,53.94,9,3.2364,64.52,8,1.9356,30.62,3,0.6124,63.55,8,19.065,2,7,0
1668,UT,1,1,74.88,12,4.4928,200.09,21,6.0027,152.32,18,3.0464,55.64,7,16.692,6,24,0
1669,GA,1,1,424.56,45,25.4736,318.05,35,9.5415,268.03,29,5.3606,368.47,38,110.541,17,58,0
1670,ID,1,1,115.31,15,6.9186,153.07,14,4.5921,188.97,18,3.7794,126.64,14,37.992,9,15,0
1671,CO,1,1,32.92,4,1.9752,9.26,2,0.2778,24.91,2,0.4982,32.28,3,9.684,1,4,0
1672,KY,1,1,88.94,10,5.3364,46.5,4,1.395,12.13,2,0.2426,90.53,9,27.159,3,7,0
1673,OR,1,1,216.84,22,13.0104,168.05,23,5.0415,226.47,28,4.5294,306.99,31,92.097,13,30,0
1674,MO,0,1,39.73,5,2.3838,19.95,2,0.5985,88.76,7,1.7752,28.65,3,8.595,,2,0
1675,OH,1,1,242.28,24,14.5368,247.61,20,7.4283,218.29,22,4.3658,235.36,29,70.608,20,32,0
1676,SC,1,1,423.34,43,25.4004,343.81,34,10.3143,389.93,40,7.7986,399.57,48,119.871,27,49,0
1677,MT,1,1,63.74,5,3.8244,97.82,9,2.9346,32.55,4,0.651,76.79,6,23.037,4,7,0
1678,OK,0,1,297.89,27,17.8734,170.82,14,5.1246,197.62,19,3.9524,321.48,32,96.444,10,18,0
1679,NM,0,1,627.9,62,37.674,377.47,45,11.3241,371.79,49,7.4358,426.99,49,128.097,24,48,0
1680,WI,1,1,500.23,46,30.0138,432.33,41,12.9699,439.11,42,8.7822,439.11,45,131.733,33,65,0
1681,IN,1,1,,,,,,,,,,,,,,,0
1682,OR,1,1,96.23,12,5.7738,137.91,14,4.1373,55.37,6,1.1074,110.38,10,33.114,7,16,0
1683,LA,1,1,135.3,13,8.118,160.94,16,4.8282,178.76,24,3.5752,242.6,25,72.78,18,22,0
1684,OH,1,1,250.67,26,15.0402,176.35,18,5.2905,338.73,34,6.7746,212.05,18,63.615,11,29,0
1685,DE,1,1,246.69,28,14.8014,249.24,25,7.4772,290.96,28,5.8192,318.31,32,95.493,19,34,0
1686,ID,1,1,83.97,16,5.0382,257.65,22,7.7295,319.28,31,6.3856,234.07,23,70.221,9,33,0
1687,OR,1,1,311.57,32,18.6942,334.85,32,10.0455,382.2,39,7.644,420.37,40,126.111,18,38,0
1688,OH,0,1,75.83,7,4.5498,17.08,3,0.5124,23.63,3,0.4726,24.1,4,7.23,2,7,0
1689,IL,1,1,59.81,7,3.5886,59.22,6,1.7766,107.32,10,2.1464,48.01,5,14.403,5,12,0
1690,RI,1,1,241.61,24,14.4966,147.28,17,4.4184,295.08,29,5.9016,232.49,26,69.747,13,28,0
1691,WI,1,1,84.18,9,5.0508,109.88,11,3.2964,67.34,6,1.3468,152.04,20,45.612,14,21,0
1692,NM,1,1,394.97,36,23.6982,427.39,36,12.8217,480.23,53,9.6046,387.69,36,116.307,27,48,0
1693,IA,1,1,,,,,,,,,,,,,,,0
1694,MO,1,1,215.67,25,12.9402,326.11,30,9.7833,234.62,25,4.6924,262.05,27,78.615,9,32,1
1695,SD,0,1,229.72,24,13.7832,172.01,20,5.1603,248.3,27,4.966,219.47,22,65.841,14,31,1
1696,MD,1,1,133.81,12,8.0286,131.92,16,3.9576,101.26,12,2.0252,179.49,22,53.847,7,20,1
1697,OH,1,1,116.75,11,7.005,191.4,16,5.742,148.44,16,2.9688,95.94,12,28.782,6,13,0
1698,MN,1,0,216.99,19,13.0194,191.67,20,5.7501,137.78,17,2.7556,238.57,23,71.571,18,22,0
1699,CO,1,1,453.26,49,27.1956,232.56,26,6.9768,316.49,32,6.3298,302.69,34,90.807,21,45,0
1700,MT,1,1,51.72,5,3.1032,41.94,7,1.2582,105.01,12,2.1002,85,11,25.5,6,9,0
1701,KY,1,1,183.55,17,11.013,126.63,16,3.7989,180.6,15,3.612,171.06,18,51.318,11,25,0
1702,SC,1,1,106.55,12,6.393,76.93,9,2.3079,215.23,23,4.3046,74.81,9,22.443,5,12,1
1703,WA,0,1,74.55,6,4.473,50.56,5,1.5168,34.93,6,0.6986,99.61,12,29.883,5,7,1
1704,CT,1,1,176.83,23,10.6098,193.11,20,5.7933,91.77,17,1.8354,213.68,20,64.104,16,26,0
1705,ND,0,0,250.9,27,15.054,282.62,26,8.4786,278.34,27,5.5668,261.36,22,78.408,13,27,0
1706,NE,1,1,127.87,15,7.6722,105.01,10,3.1503,120.13,12,2.4026,137.1,12,41.13,13,14,0
1707,ID,1,1,26.32,5,1.5792,42.14,4,1.2642,36.5,6,0.73,77.08,9,23.124,5,11,0
1708,CT,1,1,150.8,16,9.048,266.54,27,7.9962,142.22,16,2.8444,239.32,29,71.796,8,33,0
1709,HI,1,1,267.89,23,16.0734,203.86,24,6.1158,155.95,16,3.119,132.21,16,39.663,9,22,1
1710,NE,0,1,478.61,44,28.7166,412.35,45,12.3705,449.19,51,8.9838,287.97,31,86.391,27,50,0
1711,IL,1,0,214.62,20,12.8772,126.54,10,3.7962,124.74,13,2.4948,43.7,7,13.11,2,5,0
1712,OH,1,1,161.3,20,9.678,237.48,21,7.1244,215.92,24,4.3184,161.38,20,48.414,16,22,0
1713,MA,1,1,21.26,3,1.2756,121.92,11,3.6576,124.85,13,2.497,78.55,7,23.565,3,5,0
1714,NV,1,1,284.93,33,17.0958,242.17,28,7.2651,143.6,18,2.872,302.78,33,90.834,11,29,1
1715,WY,1,1,,,,,,,,,,,,,,,0
1716,AK,1,1,105.96,12,6.3576,177.96,16,5.3388,223.45,20,4.469,149.22,18,44.766,6,23,0
1717,MN,1,1,77.02,8,4.6212,63.74,8,1.9122,177.15,18,3.543,39.92,6,11.976,3,8,0
1718,ME,0,1,85.6,12,5.136,106.75,13,3.2025,53.2,9,1.064,183.04,17,54.912,5,18,0
1719,CT,1,1,235.75,22,14.145,240.97,24,7.2291,251.14,23,5.0228,189.9,21,56.97,20,28,0
1720,MO,1,0,,,,,,,,,,,,,,,0
1721,ND,1,1,,,,,,,,,,,,,,,0
1722,UT,1,1,266.65,27,15.999,167.5,18,5.025,229.69,21,4.5938,179.07,20,53.721,16,26,0
1723,MA,1,1,61.35,9,3.681,82.16,8,2.4648,84.26,10,1.6852,246.35,23,73.905,8,19,0
1724,DC,1,1,,,,,,,,,,,,,,,0
1725,AL,1,1,111.21,12,6.6726,155.43,12,4.6629,119.87,15,2.3974,106.74,16,32.022,4,14,0
1726,NH,1,1,112.99,13,6.7794,118.57,13,3.5571,196.39,18,3.9278,118.97,13,35.691,5,13,0
1727,ME,1,1,186.72,20,11.2032,185.05,17,5.5515,187.52,22,3.7504,148.01,22,44.403,12,23,1
1728,KY,1,0,135.79,14,8.1474,76.83,12,2.3049,206.51,17,4.1302,142.33,14,42.699,13,17,0
1729,OR,1,1,339.34,36,20.3604,319.28,31,9.5784,152.5,19,3.05,190.7,25,57.21,21,37,0
1730,IN,1,0,69.35,8,4.161,95.42,11,2.8626,109.9,14,2.198,171.01,17,51.303,6,18,0
1731,IL,1,1,294.31,27,17.6586,252.73,28,7.5819,436.82,41,8.7364,272.66,27,81.798,18,42,0
1732,AZ,1,1,202.23,17,12.1338,149.11,18,4.4733,31.2,4,0.624,164.07,15,49.221,10,17,0
1733,KS,1,1,226.17,23,13.5702,150.22,15,4.5066,162.71,14,3.2542,99.5,12,29.85,14,18,0
1734,UT,1,0,398.62,45,23.9172,386.41,36,11.5923,254.64,24,5.0928,351.55,38,105.465,19,26,0
1735,LA,1,1,71.28,10,4.2768,31.57,4,0.9471,47.78,4,0.9556,29.49,5,8.847,5,4,0
1736,SD,0,1,,,,24.68,3,0.7404,46.93,4,0.9386,4.01,2,1.203,2,5,0
1737,VT,1,1,202.88,27,12.1728,268.58,26,8.0574,264.69,35,5.2938,359.91,35,107.973,19,32,0
1738,WA,1,1,64.51,8,3.8706,67.82,8,2.0346,86.15,13,1.723,118.69,11,35.607,5,12,0
1739,MI,1,1,220.21,21,13.2126,179.89,20,5.3967,164.6,17,3.292,285.26,29,85.578,10,22,0
1740,NJ,1,1,45.68,7,2.7408,88.65,13,2.6595,148.31,13,2.9662,132.98,18,39.894,10,22,0
1741,WY,1,1,56.91,6,3.4146,146.18,12,4.3854,26.07,3,0.5214,115.93,13,34.779,7,8,0
1742,VT,0,1,159.66,17,9.5796,162.13,13,4.8639,90.72,12,1.8144,160.34,16,48.102,11,14,1
1743,MS,1,1,387.67,40,23.2602,276.85,29,8.3055,287.27,31,5.7454,201.74,25,60.522,19,35,0
1744,CO,1,1,,,,,,,,,,,,,,,0
1745,LA,1,1,27.94,3,1.6764,68.19,5,2.0457,54.28,4,1.0856,57.77,7,17.331,3,14,0
1746,AR,1,0,200.66,21,12.0396,255.13,22,7.6539,165.6,17,3.312,251.96,24,75.588,12,19,0
1747,CO,1,1,193.06,19,11.5836,282.48,31,8.4744,331.41,29,6.6282,236.7,24,71.01,14,23,0
1748,CA,1,1,260.34,28,15.6204,209.04,21,6.2712,155.65,19,3.113,285.57,27,85.671,14,34,0
1749,MD,0,1,78.85,7,4.731,3.95,1,0.1185,85.44,8,1.7088,51.02,9,15.306,3,14,0
1750,WA,1,1,111.97,14,6.7182,144.1,14,4.323,103.93,11,2.0786,179.24,18,53.772,10,22,1
1751,NY,0,1,192.8,21,11.568,123.06,19,3.6918,183.24,17,3.6648,167.22,15,50.166,11,13,0
1752,KY,1,1,68.13,9,4.0878,47.6,3,1.428,43.18,3,0.8636,44.94,6,13.482,4,7,0
1753,NJ,1,1,324.63,31,19.4778,260.8,29,7.824,266.23,27,5.3246,280.4,26,84.12,18,36,0
1754,VA,1,1,424.68,41,25.4808,161.31,23,4.8393,381.33,38,7.6266,232.05,28,69.615,16,30,1
1755,NE,1,1,191.34,22,11.4804,151.22,21,4.5366,245.25,23,4.905,163.11,19,48.933,16,17,0
1756,VT,0,1,,,,,,,,,,,,,,,0
